i value
1.983 1.000
2.517 1.000
3.033 1.000
3.533 1.000
4.050 1.000
4.567 1.000
5.000 1.000
5.500 1.000
6.017 1.000
6.533 1.000
6.967 1.000
7.467 1.000
7.983 1.000
8.500 1.000
8.933 1.000
9.450 1.000
9.950 1.000
10.467 1.000
10.983 1.000
11.500 1.000
12.017 1.000
12.517 1.000
13.033 1.000
13.550 1.000
14.067 1.000
14.583 1.000
15.100 1.000
15.600 1.000
16.117 1.000
16.633 1.000
17.150 1.000
17.667 1.000
18.167 1.000
18.683 1.000
19.200 1.000
