i value
1 0.7233405194538549
2 0.715031343914995
3 0.728379711014878
4 0.7383605035362224
5 0.7393652393652392
6 0.7244454445819632
7 0.7180297972304648
8 0.7064790220109667
9 0.7055099068208268
10 0.7220954419694245
11 0.7306112499238222
12 0.7190618149035999
13 0.6989594083247334
14 0.7317509459924321
15 0.7379670593251959
16 0.7350628930817609
17 0.7219477584485205
18 0.7090635487523395
19 0.7091660650890499
20 0.7195142634239
21 0.7316968684402176
22 0.7331646957144964
23 0.7248677248677249
24 0.7425604509716659
25 0.7416299638342823
26 0.7170552047919702
27 0.7254762208700338
28 0.7316705900292584
29 0.7427481328288557
30 0.7418294037644958
31 0.7370179457808324
32 0.7283138401559454
33 0.7232796797819792
34 0.7276081028805419
35 0.7308952332055912
36 0.7224518879702259
37 0.706253137186764
38 0.7115006986141006
39 0.7211843711843711
40 0.7253001056371842
41 0.7199406896394704
42 0.7129980719249914
43 0.7270265965918139
44 0.7294155120242076
45 0.7315627900335546
46 0.7342468830731214
47 0.7286567819488201
48 0.7241286407909147
49 0.7200989364333414
50 0.7195337995337994
51 0.7222493390278624
52 0.7283724255633202
53 0.7357682221016457
54 0.7338308665137934
55 0.7368060394889663
56 0.7095146871008939
57 0.734123643845866
58 0.7293097794068566
59 0.7140796435533276
60 0.7321646387261529
61 0.7349596083460483
62 0.7153102704110582
63 0.711557077010853
64 0.721673939800828
65 0.7307474427273661
66 0.711073844261837
67 0.7119306418219462
68 0.7238996184683084
69 0.6980676328502415
70 0.7260162370572465
71 0.7358928854838476
72 0.7171306515308496
73 0.7009847640282423
74 0.7062326869806094
75 0.7463693539165237
76 0.7243906182845213
77 0.7334330583490078
78 0.713988220119042
79 0.7071923029790047
80 0.6940492476060192
81 0.7197778193846345
