i value
0.000 0.252
0.350 0.247
0.600 0.225
0.850 0.212
1.183 0.212
1.533 0.319
1.783 0.212
2.033 0.192
2.283 0.191
2.617 0.182
2.967 0.200
3.217 0.234
3.467 0.190
3.717 0.235
4.050 0.193
4.383 0.203
4.733 0.186
4.983 0.169
5.233 0.180
5.483 0.177
5.817 0.182
6.167 0.199
6.500 0.174
6.750 0.233
7.083 0.237
7.417 0.242
7.767 0.198
8.017 0.168
8.267 0.178
8.517 0.220
8.850 0.171
9.200 0.196
9.533 0.180
9.783 0.161
10.033 0.194
10.367 0.191
10.700 0.204
11.050 0.211
11.300 0.186
11.550 0.181
11.800 0.187
12.133 0.175
12.483 0.207
12.817 0.187
13.067 0.178
13.317 0.164
13.650 0.196
13.983 0.207
14.333 0.185
14.583 0.192
14.833 0.195
15.167 0.195
15.500 0.228
15.850 0.232
16.100 0.205
16.350 0.190
16.683 0.204
17.017 0.171
17.367 0.168
17.617 0.176
17.867 0.168
18.117 0.157
18.450 0.165
18.800 0.192
19.133 0.198
19.383 0.192
