i value
0.000 1.000
0.517 1.000
0.950 1.000
1.383 1.000
1.817 1.000
2.333 1.000
2.767 1.000
3.283 1.000
3.817 1.000
4.317 1.000
4.850 1.000
5.367 1.000
5.900 1.000
6.417 1.000
6.950 1.000
7.467 1.000
7.983 1.000
8.417 1.000
10.317 1.000
10.833 1.000
11.350 1.000
11.867 1.000
12.300 1.000
12.817 1.000
13.333 1.000
13.850 1.000
14.367 1.000
14.883 1.000
15.400 1.000
15.833 1.000
16.350 1.000
16.850 1.000
17.367 1.000
17.883 1.000
18.400 1.000
18.917 1.000
