i value
0.000 0.706
0.433 0.705
0.950 0.698
1.467 0.697
1.983 0.690
2.500 0.705
3.017 0.688
3.450 0.701
3.867 0.695
3.967 0.705
4.383 0.707
4.483 0.710
4.900 0.709
5.000 0.705
5.417 0.709
5.500 0.701
5.933 0.695
6.017 0.708
6.450 0.713
6.533 0.712
6.967 0.707
7.050 0.697
7.400 0.691
7.567 0.708
7.833 0.710
8.083 0.700
8.333 0.707
8.517 0.705
8.850 0.698
9.033 0.686
9.367 0.685
9.533 0.700
9.883 0.710
10.050 0.702
10.400 0.701
10.567 0.704
10.833 0.689
11.083 0.687
11.333 0.698
11.600 0.705
11.850 0.707
12.033 0.712
12.367 0.702
12.533 0.688
12.883 0.701
13.050 0.710
13.317 0.695
13.567 0.707
13.833 0.710
14.083 0.718
14.333 0.728
14.600 0.711
14.850 0.714
15.117 0.705
15.367 0.695
15.633 0.697
15.883 0.697
16.150 0.694
16.400 0.697
16.667 0.700
16.917 0.694
17.183 0.695
17.433 0.703
17.683 0.714
17.950 0.714
18.200 0.706
18.467 0.696
18.717 0.695
18.967 0.695
19.233 0.706
