i value
5.583 449.841
7.333 451.266
9.067 451.464
10.350 451.419
10.883 452.511
11.400 451.476
11.917 447.806
12.433 447.376
12.950 446.052
13.467 442.987
13.983 442.926
14.500 441.943
15.017 441.734
15.533 440.084
16.050 440.098
16.567 440.063
17.100 443.567
17.617 443.340
18.133 444.124
18.633 443.657
