i value
1.500 0.703
1.750 0.703
2.017 0.703
2.283 0.703
2.550 0.703
2.800 0.826
3.317 0.826
3.833 0.826
4.350 0.826
4.867 0.826
5.383 0.957
5.900 0.960
6.417 0.961
6.933 0.961
7.450 0.959
7.967 0.960
8.483 0.961
9.000 0.961
9.500 0.962
10.017 0.964
10.533 0.965
11.050 0.963
11.567 0.963
12.083 0.962
12.517 0.962
13.033 0.962
13.533 0.964
14.050 0.962
14.567 0.965
15.083 0.965
15.617 0.965
16.133 0.963
16.667 0.965
17.183 0.964
17.717 0.963
18.233 0.964
18.767 0.964
19.283 0.963
