i value
5 0.7596001221001221
6 0.7643223443223442
7 0.7829629629629629
8 0.7639153439153439
9 0.7457224257224258
10 0.7346723646723647
11 0.7761009361009361
12 0.7602086802086803
13 0.7574381174381174
14 0.7689643689643689
15 0.7485329485329485
16 0.7222895622895622
17 0.7233670033670034
18 0.7300854700854701
19 0.7331533963112911
20 0.7330141593299487
21 0.7265591328749224
22 0.7476417539575434
23 0.7353605166763061
24 0.7315518497097444
25 0.7417920967920967
26 0.7308397158397157
27 0.6987029637029637
28 0.702009842009842
29 0.6888111888111887
30 0.6942657342657342
31 0.7259829059829059
32 0.7404761904761904
33 0.7542328042328041
34 0.7811880711880711
35 0.7841510341510342
36 0.7762385762385762
37 0.7649110149110149
38 0.7313131313131314
39 0.6921596921596922
40 0.6588263588263589
41 0.6672438672438672
42 0.6825396825396824
43 0.7097883597883597
44 0.7237037037037036
45 0.7344444444444445
46 0.7197222222222222
47 0.71
48 0.7072222222222222
49 0.7107264957264957
50 0.7142307692307692
51 0.7233974358974359
52 0.7258547008547008
53 0.7258119658119658
54 0.7225641025641025
55 0.7259829059829059
56 0.7226495726495726
57 0.7210256410256409
58 0.7405128205128204
59 0.7494230769230769
60 0.7238888888888888
61 0.716111111111111
62 0.7083333333333333
63 0.6875925925925925
64 0.6876851851851852
65 0.7015624027388733
66 0.694606286959228
67 0.7140507314036725
68 0.7264581388110799
69 0.7208372237784001
70 0.7292094615624027
71 0.7343137254901959
72 0.718202614379085
73 0.7020915032679738
74 0.6997352103234455
75 0.7107122507122506
76 0.7249572649572649
77 0.7419943019943019
78 0.756001036001036
79 0.7742812742812742
80 0.7658022533022533
81 0.7381313131313132
82 0.7172558922558923
